区画,クレート,ファイル,行,識別子,記号の種類,落ちた条件,なぜ読めないか,改名の素案,報告ファイル
095,blitz_render,crates/blitz_render/src/vulkan/atmosphere_lut/binding_set/create/descriptors.rs,40,作る(関数名),なし,条件2・条件5,"ASCIIモジュールdescriptors直下の自由関数が裸の動詞のみで、名前単独で「何を作るか」に答えられない。受理条件が挙げる founding 例(create::生成する→共有資源を確保する)と全く同型の違反である。呼び出し元はdescriptors::作る(確保係, 基盤)であり、モジュール名descriptorsはASCIIのため読まれない前提に立つと「作る」だけが残る",ディスクリプタ五点を作る,命名_区画095_2026-09-12.md
095,blitz_render,crates/blitz_render/src/vulkan/atmosphere_lut/binding_set/create/pipelines.rs,20,作る(関数名),なし,条件2・条件5,同上。ASCIIモジュールpipelines直下の自由関数が裸の「作る」のみで、5本のパイプラインを作ることが名前に無い,5本の生成パイプラインを作る,命名_区画095_2026-09-12.md
095,blitz_render,crates/blitz_render/src/vulkan/atmosphere_lut/base_resources/images.rs,12,順に作る(関数名),なし,条件3,「順に」は副詞句であり目的語ではない。ASCIIモジュールimages直下の自由関数だが、名前だけでは「ベイク済み画像を」作ることが分からない,ベイク済み画像を順に作る,命名_区画095_2026-09-12.md
095,blitz_render,crates/blitz_render/src/vulkan/atmosphere_lut/probe/record.rs,103,登録する(関数名),なし,条件3・条件5,ASCIIモジュールrecord直下の自由関数が裸の動詞のみ。引数画像があるにもかかわらず名前に目的語が無く、「何を登録するか」(グラフへの画像登録)が名前単独で読めない,画像をグラフへ登録する,命名_区画095_2026-09-12.md
097,blitz_render,crates/blitz_render/src/vulkan/auto_exposure/auto_exposure/input.rs,13,集計pipeline (フィールド),英単語または略号,条件2・6,同じクレートのpipelines.rsは同じ概念を集計(型vk::Pipeline)で持ち、こちらだけ英語「pipeline」を貼り付けている。読み手はカタカナに揃うと期待するが揃わない,集計パイプライン,命名_区画097_2026-09-12.md
097,blitz_render,crates/blitz_render/src/vulkan/auto_exposure/auto_exposure/input.rs,14,集計layout,英単語または略号,条件2・6,同ファイル内で他の値は日本語だが、この語だけ英語のまま。pipelines.rsの集計レイアウトと綴りが食い違う,集計レイアウト,命名_区画097_2026-09-12.md
097,blitz_render,crates/blitz_render/src/vulkan/auto_exposure/auto_exposure/input.rs,15,導出pipeline,英単語または略号,条件2・6,同上,導出パイプライン,命名_区画097_2026-09-12.md
097,blitz_render,crates/blitz_render/src/vulkan/auto_exposure/auto_exposure/input.rs,16,導出layout,英単語または略号,条件2・6,同上,導出レイアウト,命名_区画097_2026-09-12.md
097,blitz_render,crates/blitz_render/src/vulkan/auto_exposure/bloom/create.rs,21,単一読みlayout・二読みlayout (ローカル変数),英単語または略号,条件2・6,同じ関数内でレイアウト2種を作る・セットレイアウトを確保するは日本語なのに、受け取った変数名だけ英語が残る,単一読みレイアウト・二読みレイアウト,命名_区画097_2026-09-12.md
097,blitz_render,crates/blitz_render/src/vulkan/auto_exposure/bloom/mod.rs,26,単一読みlayout (フィールド、型宣言から作ったセットレイアウト<1>),英単語または略号・数字,条件2・6,型名自体は「セットレイアウト」という日本語なのに、保持するフィールド名だけ英語,単一読みレイアウト,命名_区画097_2026-09-12.md
097,blitz_render,crates/blitz_render/src/vulkan/auto_exposure/bloom/mod.rs,27,二読みlayout,英単語または略号,条件2・6,同上,二読みレイアウト,命名_区画097_2026-09-12.md
097,blitz_render,crates/blitz_render/src/vulkan/auto_exposure/bloom/mod.rs,25,sampler (フィールド、型vk::Sampler),英単語または略号,条件2・6,同じ関数create.rs内で線形サンプラーを作る()と日本語のメソッド名で確保しているのに、受け皿のフィールド名だけ英語,サンプラー,命名_区画097_2026-09-12.md
097,blitz_render,crates/blitz_render/src/vulkan/auto_exposure/bloom/descriptor.rs,28,pool (フィールド、型vk::DescriptorPool),英単語または略号,条件2・6,同じ型の別フィールドはすべて日本語(前処理set除く)。「プール」はユビキタス言語にも登場する確立語,プール,命名_区画097_2026-09-12.md
097,blitz_render,crates/blitz_render/src/vulkan/auto_exposure/bloom/descriptor.rs,29,前処理set (フィールド),英単語または略号,条件2・6,同じメソッド束縛するセットのハンドル()は日本語「セット」を使うのに、フィールド名だけ英語,前処理セット,命名_区画097_2026-09-12.md
097,blitz_render,crates/blitz_render/src/vulkan/auto_exposure/bloom/descriptor.rs,30,縮小set一覧,英単語または略号,条件2・6,同上,縮小セット一覧,命名_区画097_2026-09-12.md
097,blitz_render,crates/blitz_render/src/vulkan/auto_exposure/bloom/descriptor.rs,31,拡大set一覧,英単語または略号,条件2・6,同上,拡大セット一覧,命名_区画097_2026-09-12.md
097,blitz_render,crates/blitz_render/src/vulkan/auto_exposure/bloom/descriptor/allocate.rs,14-15,引数単一読みlayout・二読みlayout,英単語または略号,条件2・6,mod.rs由来のフィールド名をそのまま引数名へ持ち込み、同じ食い違いを広げている,単一読みレイアウト・二読みレイアウト,命名_区画097_2026-09-12.md
097,blitz_render,crates/blitz_render/src/vulkan/auto_exposure/cloth/descriptor.rs,52,layout (フィールド、型宣言から作ったセットレイアウト<..>),英単語または略号,条件2・6,同じ構造体のメソッドレイアウトのハンドル()は日本語なのに保持フィールドは英語のまま,レイアウト,命名_区画097_2026-09-12.md
097,blitz_render,crates/blitz_render/src/vulkan/auto_exposure/cloth/descriptor.rs,53,pool (フィールド),英単語または略号,条件2・6,同上,プール,命名_区画097_2026-09-12.md
097,blitz_render,crates/blitz_render/src/vulkan/auto_exposure/cloth/descriptor.rs,54,set一覧 (フィールド),英単語または略号,条件2・6,同上,セット一覧,命名_区画097_2026-09-12.md
097,blitz_render,crates/blitz_render/src/vulkan/auto_exposure/cloth/pipelines.rs,17,layout (フィールド、布パイプライン群),英単語または略号,条件2・6,他の13フィールドはすべて日本語(介入・積分・拘束等)で、レイアウトだけ英語のまま孤立している,レイアウト,命名_区画097_2026-09-12.md
097,blitz_render,crates/blitz_render/src/vulkan/auto_exposure/cloth/pipelines.rs,35,引数ディスクリプタlayout,英単語または略号,条件2・6,「ディスクリプタ」はカタカナへ訳しているのに「layout」だけ訳し忘れており、1つの識別子の中で翻訳方針が割れている,ディスクリプタレイアウト,命名_区画097_2026-09-12.md
097,blitz_render,crates/blitz_render/src/vulkan/auto_exposure/cloth/pipelines.rs,44,layout_info (ローカル変数),英単語または略号,条件2,英語のみの命名。日本語命名を積極使用する規約に反する,レイアウト情報,命名_区画097_2026-09-12.md
097,blitz_render,crates/blitz_render/src/vulkan/auto_exposure/cloth/inputs.rs,19-32,layout・介入pipeline・積分pipeline・目標の確定pipeline・乗数零化pipeline・拘束pipeline・曲げ拘束pipeline・目標拘束pipeline・ハッシュ消去pipeline・ハッシュ格納pipeline・分離pipeline・床とカプセルの押し出しpipeline・仕上げpipeline・頂点生成pipeline・描画pipeline・描画layout (合計16個、布描画入力構造体リテラルのキー),英単語または略号・数字,条件2・6,この関数の中だけで16回、同じ「パイプライン」「レイアウト」という語が英語のまま繰り返される。読み手は12本のvk::Pipelineフィールドの意味を1つずつ拾うのに、番号を英語で拾い直すことになる,各xxxpipeline→xxxパイプライン、layout→レイアウト、描画layout→描画レイアウト,命名_区画097_2026-09-12.md
097,blitz_render,crates/blitz_render/src/vulkan/auto_exposure/cluster_light_assignment/input.rs,26,pipeline (フィールド、クラスタ選別の描画入力),英単語または略号,条件2・6,同じ構造体の他フィールド(格子・光添字列・セット・即時定数・班数)はすべて日本語で、ここだけ英語が孤立している,パイプライン,命名_区画097_2026-09-12.md
097,blitz_render,crates/blitz_render/src/vulkan/auto_exposure/cluster_light_assignment/input.rs,27,layout (フィールド),英単語または略号,条件2・6,同上,レイアウト,命名_区画097_2026-09-12.md
097,blitz_render,crates/blitz_render/src/vulkan/auto_exposure/cloth_shadow/mod.rs,28,引数ビューとパスlayout,英単語または略号,条件2・6,「ビューとパス」は日本語で正しく訳しているのに「layout」だけ訳し忘れている,ビューとパスのレイアウト,命名_区画097_2026-09-12.md
097,blitz_render,crates/blitz_render/src/vulkan/auto_exposure/cloth_shadow/mod.rs,37-38,pipeline・layout (構造体リテラルのキー、布シャドウ描画入力),英単語または略号,条件2・6,同上の一般形,パイプライン・レイアウト,命名_区画097_2026-09-12.md
097,blitz_render,crates/blitz_render/src/vulkan/auto_exposure/bloom/descriptor/allocate.rs,58,fn usizeをu32へ(値: usize) -> u32,英字1文字・英単語または略号・数字,条件1・4,名前が助詞「へ」で終わり動詞が無い。「〜する処理です」に当てはめられない。同じファイル・同じ役割の他の変換関数(cloth/readback_receptacle.rsの件数をusizeへ変換する・バイト数をu64へ変換する)はすべて「変換する」を持つのに、この関数だけ動詞を欠く,usizeをu32へ変換する,命名_区画097_2026-09-12.md
098,blitz_render,crates/blitz_render/src/vulkan/derived_environment/probe/plan.rs,16,材料の材料<'a>(構造体名),英字1文字,条件1(受理テスト),「材料の材料」は同じ語を二重に重ねただけで、単独で読んでも実体(遠方環境画像・派生表現一式・書き込み元バッファ・受け皿を束ねて積む材料を組み立てるための元手)を指せない。日本語として意味を成さない同語反復であり、材料や積む材料と紛れる,材料を組む元手 または 積む材料の元手,命名_区画098_2026-09-12.md
098,blitz_render,crates/blitz_render/src/vulkan/derived_environment/probe/environment_bytes.rs,27,狭める(関数名),なし,条件3・条件5,何を狭めるのか(倍精度→単精度への型の縮小であること)が名前に無い。同じファイル内の単精度を半精度へという完全な「何から何へ」の型に対し、この関数だけ着点と材料の両方が欠けている,倍精度を単精度へ狭める,命名_区画098_2026-09-12.md
098,blitz_render,crates/blitz_render/src/vulkan/derived_environment/probe/readback_set.rs,32,作った(変数名),なし,条件4(品詞の規律),値(3本ぶんの読み戻しバッファを集めるVec)を動詞の過去形のまま名指ししており、名詞句になっていない。読み手は「作った」だけでは何を作った一覧なのか分からず、直後のベイク済み画像の読み戻しバッファ::生成するまで読んで初めて分かる,作った読み戻しバッファ一覧,命名_区画098_2026-09-12.md
098,blitz_render,crates/blitz_render/src/vulkan/derived_environment/descriptor/binding.rs,34,"書き込む(関数、pub(super) fn 書き込む(device, セット, 遠方環境の配列ビュー, 書き込み先))",英単語または略号,条件2・条件5,"ASCIIモジュールbinding直下の自由関数であり、呼び出し元はbinding::書き込む(device, set, ...)とモジュール名越しに読む。何を書き込むのか(束縛の現物)が名前に無く、create::生成する型の裸の動詞に当たる",束縛を書き込む または セットへ束縛を結ぶ,命名_区画098_2026-09-12.md
098,blitz_render,crates/blitz_render/src/vulkan/derived_environment/table_descriptor.rs,75,"書き込む(関数、fn 書き込む(device, セット, 書き込み先))",英単語または略号,条件5,"4と同型の裸の動詞。ファイル内呼び出し(書き込む(device, &set, 書き込み先))だけで完結し、対象を示す語が名前に無い",画像を束縛へ書き込む,命名_区画098_2026-09-12.md
098,blitz_render,crates/blitz_render/src/vulkan/derived_environment/pass.rs,34,条件7(直訳の検出),数字,実際の型はGPU命令の積み先と宣言済み資源の取り出し口(vulkan/graph/context.rsで定義、日本語として実体を表す良い名前)だが、この区画の全呼び出し箇所は英語contextの直訳である文脈という別名で受けている。受理条件の失敗例に名指しで挙がっている語そのもの。この別名はvulkan/graph配下を含め少なくとも32ファイルに広がる区画外の既存慣習であり、この区画だけの是正では直せない,資源窓口 または 積み先と取り出し口(型名の一部を写す),,命名_区画098_2026-09-12.md
099,blitz_render,crates/blitz_render/src/vulkan/descriptor/descriptor/alloc.rs,8,割り当てる(関数),なし,条件2・3・5,ASCIIモジュールalloc直下の自由関数で、何を割り当てるかが名前に無い。create::生成すると同型の裸動詞,ディスクリプタセットを割り当てる,命名_区画099_2026-09-12.md
099,blitz_render,crates/blitz_render/src/vulkan/descriptor/descriptor/object_sets.rs,60,位置を求める(関数),なし,条件2・3,ASCIIモジュールobject_sets直下の自由関数。「位置」が何の位置か(セット配列内の添字)が名前に無く、引数名でしか復元できない,セット一覧内の位置を求める,命名_区画099_2026-09-12.md
099,blitz_render,crates/blitz_render/src/vulkan/descriptor/descriptor/scene_set_layouts.rs,30,空(フィールド),なし,条件6,同じdescriptorの木の中で空は既に「空(sky)」を指す語として確立している(view_pass_set.rs:16の空パスの定数の束縛番号、ユビキタス言語の「空パス」「空パス定数」「空背景」)。ここでの空は「未使用のレイアウト」の意味であり、読み手は空パス(sky)の何かと誤読する,空きレイアウトまたは未使用レイアウト,命名_区画099_2026-09-12.md
099,blitz_render,crates/blitz_render/src/vulkan/descriptor/descriptor/scene_set_layouts/create.rs,18,生成する(モジュール直下の自由関数),なし,条件5,ASCIIモジュールcreate直下の裸の生成する。受理条件が明示する不合格例create::生成するとまったく同じ形,シーンセットレイアウト一式を組み立てる,命名_区画099_2026-09-12.md
099,blitz_render,crates/blitz_render/src/vulkan/descriptor/descriptor/shared_sets/create.rs,13,生成する(モジュール直下の自由関数),なし,条件5,上と同型。ASCIIモジュールcreate直下の裸の生成するで、何を生成するかが名前に無い,共有ディスクリプタセットを生成する,命名_区画099_2026-09-12.md
099,blitz_render,crates/blitz_render/src/vulkan/descriptor/descriptor/object_sets/create.rs,50,割り当てて書き込む(関数),なし,条件3・5,ASCIIモジュールobject_sets::create直下の自由関数。何を割り当てて書き込むか(ジオメトリのセット)が名前に無い,ジオメトリのセットを割り当てて書き込む,命名_区画099_2026-09-12.md
099,blitz_render,crates/blitz_render/src/vulkan/descriptor/descriptor/lighting_set/pool.rs,84,件数(関数),なし,条件1・4,戻り値はvk::DescriptorPoolSize(種別+件数の組)であり、名前の「件数」は値の半分しか表さない。同じファイル内の型セット1つの件数と紛れる,種別ごとのプールサイズ,命名_区画099_2026-09-12.md
099,blitz_render,crates/blitz_render/src/vulkan/descriptor/descriptor/geometry_set.rs,54,頂点段のストレージバッファバインド(関数),なし,条件6,バインドはユビキタス言語で既に「スキンのバインド時姿勢」(_doc/計画/ユビキタス言語.md:486-488)を指す確立語であり、ここでのVulkanディスクリプタ束縛とは別概念。同じファイル内で個体レコードの束縛番号など正本語束縛も使っており、1つのファイル内で語が割れている,頂点段のストレージバッファ束縛,命名_区画099_2026-09-12.md
099,blitz_render,crates/blitz_render/src/vulkan/descriptor/descriptor/lighting_set.rs,41,バインド一覧,なし,条件6,同上。束縛が正本語であり、バインドは別概念(スキンのバインド時姿勢)と衝突する,束縛一覧,命名_区画099_2026-09-12.md
099,blitz_render,crates/blitz_render/src/vulkan/descriptor/descriptor/lighting_set.rs,58,画素段のバインド(関数),なし,条件6,同上,画素段の束縛,命名_区画099_2026-09-12.md
099,blitz_render,crates/blitz_render/src/vulkan/descriptor/descriptor/material_set.rs,36,バインド一覧,なし,条件6,同上,束縛一覧,命名_区画099_2026-09-12.md
099,blitz_render,crates/blitz_render/src/vulkan/descriptor/descriptor/material_set.rs,54,バインドフラグ一覧,なし,条件6,同上。vk::DescriptorBindingFlagsの意味でも「束縛のフラグ」でありバインドではない,束縛フラグ一覧,命名_区画099_2026-09-12.md
099,blitz_render,crates/blitz_render/src/vulkan/descriptor/descriptor/view_pass_set.rs,42,バインド一覧,なし,条件6,同上,束縛一覧,命名_区画099_2026-09-12.md
099,blitz_render,crates/blitz_render/src/vulkan/descriptor/descriptor/view_pass_set.rs,53,定数バインド(関数),なし,条件6,同上,定数の束縛,命名_区画099_2026-09-12.md
099,blitz_render,crates/blitz_render/src/vulkan/descriptor/descriptor/lighting_set/cluster_grid.rs,20,バインド一覧(関数),なし,条件2・6,ASCIIモジュールcluster_grid直下の自由関数でもあり、名前が何の一覧かを名乗れていない上にバインドが語として衝突する,クラスタ格子の束縛一覧,命名_区画099_2026-09-12.md
099,blitz_render,crates/blitz_render/src/vulkan/descriptor/descriptor/lighting_set/cluster_grid.rs,35,画素段の記憶バインド(関数),なし,条件6,同上,画素段のストレージ束縛,命名_区画099_2026-09-12.md
099,blitz_render,crates/blitz_render/src/vulkan/descriptor/descriptor/lighting_set/distant_environment.rs,55,バインド一覧(関数),なし,条件2・6,上と同型,遠方環境の束縛一覧,命名_区画099_2026-09-12.md
099,blitz_render,crates/blitz_render/src/vulkan/descriptor/descriptor/lighting_set/distant_environment.rs,63,画素段の画像バインド(関数),なし,条件6,同上,画素段の画像束縛,命名_区画099_2026-09-12.md
099,blitz_render,crates/blitz_render/src/vulkan/descriptor/descriptor/lighting_set/local_visibility.rs,37,バインド(関数),なし,条件1・2・6,ASCIIモジュール直下で単語1つの裸名。何の束縛かも名乗れず、語も衝突する,局所可視度の束縛,命名_区画099_2026-09-12.md
099,blitz_render,crates/blitz_render/src/vulkan/descriptor/descriptor/lighting_set/point_light_shadow_map.rs,36,バインド(関数),なし,条件1・2・6,同上,点光源の影の束縛,命名_区画099_2026-09-12.md
099,blitz_render,crates/blitz_render/src/vulkan/descriptor/descriptor/lighting_set/pool/count_tests.rs,24,定数近似の枝の件数はレイアウトの8つのバインディングと一致する(テスト関数),数字,条件6,テスト名の文中で束縛でなくバインディングを使い、正本語と食い違う,定数近似の枝の件数はレイアウトの8つの束縛と一致する,命名_区画099_2026-09-12.md
099,blitz_render,crates/blitz_render/src/vulkan/descriptor/descriptor/lighting_set/pool/count_tests.rs,30,遠方環境の枝の件数はレイアウトの11のバインディングと一致する(テスト関数),数字,条件6,同上,遠方環境の枝の件数はレイアウトの11の束縛と一致する,命名_区画099_2026-09-12.md
101,blitz_render,crates/blitz_render/src/vulkan/frame/record/tonemap_pass.rs,"17, 25",光のにじみa(引数名),英字1文字,受理条件1(受理テスト)、識別子への英字混入の禁止,末尾のaが日本語のどの格にも対応しない裸のASCII添字である。かつて2枚(a/b)を区別していた名残と見られるが、現在の呼び出し元(post_passes.rs)は光のにじみ最終ハンドル()が返す1本しか渡しておらず、実体(唯一の最終結果)と名前(a/bの一方を示す添字)が一致していない。読み手は「aとは何の一方か」を復元できない,光のにじみ最終 または 光のにじみ結果(呼び出し元の光のにじみ最終ハンドル()と語を揃える),命名_区画101_2026-09-12.md
102,blitz_render,crates/blitz_render/src/vulkan/frame/record/graph_build/stages/cluster_light_assignment_stage.rs,32,登録する(private fn),英単語または略号,条件2・3,"ASCIIモジュール直下の自由関数であり名前単独で答える必要があるが、「登録する」だけでは何を登録するのか(バッファ)が無い。呼び出しは登録する(グラフ, 入力.格子)という裸呼び出しで、レシーバによる目的語補完も働かない",バッファを前フレーム状態で登録する,命名_区画102_2026-09-12.md
102,blitz_render,crates/blitz_render/src/vulkan/frame/record/graph_build/stages/local_visibility_stage.rs,38,登録する(private fn),英単語または略号,条件2・3,同上。画像とビューを登録する処理だが名前に対象が無い,画像とビューを登録する,命名_区画102_2026-09-12.md
102,blitz_render,crates/blitz_render/src/vulkan/frame/record/graph_build/stages/atmosphere_lut_stage/register.rs,49,登録する(private fn),英単語または略号,条件2・3,"同ファイル内の焼く画像を登録する・参照する画像を登録するから呼ばれる共通処理だが、それ自体は裸呼び出し(登録する(グラフ, 画像, 初期状態))であり、名前単独では初期状態を外から与えて画像を登録する処理だとは分からない",画像を初期状態付きで登録する,命名_区画102_2026-09-12.md
102,blitz_render,crates/blitz_render/src/vulkan/frame/record/graph_build/stages/indirect_lighting_stage/graph_images.rs,65,登録する(private fn),英単語または略号,条件2・3,同上のパターン。消費する画像を登録する・焼く中間画像を登録するから裸呼び出しされる共通処理で、名前に対象と条件(焼き直すか)が無い,画像を焼き直すか指定して登録する,命名_区画102_2026-09-12.md
102,blitz_render,crates/blitz_render/src/vulkan/geometry/mod.rs,18,フィールド索引(型ジオメトリバッファ),なし,条件6・7の疑い(1語1義の逆: 同一概念に2語),同じ型の中で、メソッド名はインデックスバッファ()・冒頭コメントは「インデックスの総数」、bytes.rs側の関数名もインデックスをバイト列にすると、この概念を一貫して「インデックス」(ユビキタス言語の「投入インデックス数」と同語)と呼んでいるのに、フィールドだけ漢字の「索引」を使っている。読み手は同じ型の中で語が割れているように読める,フィールド名をインデックスへ統一する,命名_区画102_2026-09-12.md
103,blitz_render,crates/blitz_render/src/vulkan/graph/barrier_derivation.rs,18-22,前 / 今,なし,条3（5W1Hの必要格の欠落）,フィールドの型は画像状態だが、名前は時間的前後関係だけを表す語で「状態」という対象語が落ちている。呼び出し側ではバリア.前.stageのように読み手変数バリアを介して補完するしかなく、「前のバリア」「前の何か」とも読める。同じファイルの内部ロジックはローカル変数を前状態/今状態（対象語つき）と命名しており、フィールド名だけが対象語を落としている ― 実装自身が「本来は状態という語が要る」ことを示している,前状態 / 今状態,命名_区画103_2026-09-12.md
103,blitz_render,crates/blitz_render/src/vulkan/graph/buffer_barrier_derivation.rs,19-23,前 / 今,なし,条3,上と同型。バッファ版でも差分を計算する内のローカル変数は前状態/今状態であり、フィールドだけが圧縮されている,前状態 / 今状態 initial_state.rs:63（crates/blitz_render/src/vulkan/graph/initial_state.rs。ディレクトリinitial_state/の親モジュールファイル） 前フレームhdr読み直後状態 条2（ASCII識別子は補完力ゼロ）＋日本語命名の質「頭字語を日本語へ混ぜない」 小文字ASCIIのhdrが日本語の複合語の中に無区切りで埋め込まれており、視覚的に単語境界が壊れている。同じ関数群の兄弟（前フレーム深度書き込み直後状態等）はすべて漢字のみで統一されているのに、この1件だけ英字が混入している 前フレームHDR中間画像読み直後状態（同ファイル内のHDR用語表記に合わせるなら大文字化。より踏み込むなら「HDR中間画像」を用語集に登録した上で使う）,命名_区画103_2026-09-12.md
103,blitz_render,crates/blitz_render/src/vulkan/graph/hdr_target/create.rs,"35, 12",hdr中間画像を作る,英単語または略号,条2＋日本語命名の質「頭字語混入」,同ファイル内で型名HDRターゲット・定数HDR形式は大文字で書かれているのに、この自由関数だけ小文字hdrを使っており、大文字/小文字の使い分けに一貫性が無い。ASCIIモジュール直下(create.rs)の自由関数は名前単独で読ませる規律のところへ、英字混入で単語境界も崩れている,HDR中間画像を作る,命名_区画103_2026-09-12.md
103,blitz_render,crates/blitz_render/src/vulkan/graph/pass.rs,"34, 46, 58",gpu命令をコマンドバッファへ積む,英単語または略号,条2＋日本語命名の質「頭字語混入」,小文字gpuが複合語の先頭に無区切りで混入している。同じ概念を指す型名はGPU命令の積み先（大文字）であり、フィールド名だけ表記が割れている,GPU命令をコマンドバッファへ積む,命名_区画103_2026-09-12.md
103,blitz_render,crates/blitz_render/src/vulkan/graph/rendering_setup.rs,"29, 46",カラーload_op / 深度load_op,英単語または略号,条2＋日本語命名の質「頭字語・膠着圧縮」,日本語のカタカナ・漢字表記とASCIIのスネークケースload_opが無区切りで接続されており、単語境界が視覚的に崩れている。同じ値を渡す先のパラメータ名はロード操作（日本語）であり、渡す側と受ける側で表記方式が食い違う,カラーのロード操作 / 深度のロード操作,命名_区画103_2026-09-12.md
103,blitz_render,crates/blitz_render/src/vulkan/graph/rendering_setup.rs,68,ロードオペレーションとカラークリア値,なし,条4（品詞の規律）＋条6（1語1義）＋呼称と語の選択「カタカナ語は小学生が分かるものだけ」,(a) この関数はクリア指定から値を導出する処理だが、名前が動詞を持たない名詞句のみで「〜する」処理として読めない。(b) 同じ概念（VulkanのAttachmentLoadOp）をcolor_attachments.rs側はロード操作と呼んでいるのに、この関数だけロードオペレーションという別のカタカナ語を使っており、1つの語に2つの表記が生まれている。(c)「ロードオペレーション」は専門知識が無いと理解できないカタカナ語で、「小学生が分かるか」の基準を満たさない,クリア指定からロード操作とクリア値を導出する（表記をロード操作へ統一し、動詞句にする）,命名_区画103_2026-09-12.md
103,blitz_render,crates/blitz_render/src/vulkan/graph/initial_state/temporal_reconstruction.rs,31,前フレーム今のフレームの色読み直後状態,なし,条3（紛れの発生）,「前フレーム」（過去の時点を指す語）と「今のフレーム」（現在の時点を指す語）が隣接しており、単独で読むと「前なのか今なのか」が矛盾して見える。実体は「“今のフレームの色”という名前を持つ画像の、前フレームでの読み直後の状態」であり、内側の対象名（今のフレームの色画像）に既に時制語を含むため外側の時制語と衝突する。兄弟関数（前フレーム動きベクトル書き込み直後状態等）と同じ語順パターンを機械的に当てはめたために起きた事故,今のフレームの色画像の前フレーム読み直後状態（対象名を先に置き、時制語の衝突を切り離す）,命名_区画103_2026-09-12.md
104,blitz_render,crates/blitz_render/src/vulkan/headless/validation.rs,64,層がある(let束縛、bool),英単語または略号,条件4(品詞の規律: 真偽=「〜か」),真偽値を持つ変数なのに断定文の形で終わっており、値であるかのように読める。同じファイル内で真偽値を返す設計をするなら「〜か」で終える書き方が既定であるべきで、実際にheadless/mod.rsの対応かやinputs.rs系の焼くか()群はすべて「〜か」で終わっている。この変数だけが規則から外れている,層があるか,命名_区画104_2026-09-12.md
104,blitz_render,crates/blitz_render/src/vulkan/headless/validation.rs,74,"拡張がある(fn、戻り値Result<bool, レンダラーエラー>)",英単語または略号,条件4(品詞の規律),"真偽値を返す関数名が「〜か」で終わっていない。呼び出し側の!拡張がある(entry, None)?は文だけ見ると「拡張が無いことを確定させる処理」であるかのように読め、実際は「拡張があるかを問う処理」であることが名前から一意に取れない",拡張があるか,命名_区画104_2026-09-12.md
105,blitz_render,crates/blitz_render/src/vulkan/local_visibility/input.rs,"21,35",遮蔽の標本化pipeline(フィールド),英単語または略号,日本語命名の質(英語語彙の未翻訳混入)、受理条件2・7,前半「遮蔽の標本化」はユビキタス言語に登録された正しい訳語(128行・143行)だが、後半に英単語pipelineがそのままアルファベットで接尾している。同じクレート内の対応する型(local_visibility/pipelines.rsの局所可視性のパイプライン一式のフィールド遮蔽の標本化)は接尾辞を持たず、パイプラインレイアウト等ではカタカナに訳されている。この1箇所だけが未翻訳の英語を地続きでくっつけており、英語を知らない読み手はこの識別子の後半が何を意味するか単独で復元できない。同じ概念(遮蔽の標本化というVkPipeline)が「pipeline」ありとカタカナなしの2通りの表記で存在する不統一でもある,遮蔽の標本化パイプライン,命名_区画105_2026-09-12.md
105,blitz_render,crates/blitz_render/src/vulkan/local_visibility/input.rs,"22,36",両側ぼかしpipeline(フィールド),英単語または略号,同上,同上と同型。「両側ぼかし」はユビキタス言語140行に登録された正しい訳語だが、pipelineが未翻訳のまま接尾している,両側ぼかしパイプライン,命名_区画105_2026-09-12.md
108,blitz_render,crates/blitz_render/src/vulkan/pipeline/graphics_pipeline.rs,25,組み立てる(pub(super) fn 組み立てる(...)),英単語または略号,条件5(裸の動詞の禁止),"呼び出し側は graphics_pipeline::組み立てる(device, ...)(crates/blitz_render/src/vulkan/pipeline/create.rs:34)であり、graphics_pipelineはASCIIモジュール名で補完力ゼロ。「何を組み立てるか」が名前に無く、単独で「これは何?」に答えられない",色パスの固定機能を組み立てる,命名_区画108_2026-09-12.md
108,blitz_render,crates/blitz_render/src/vulkan/pipeline/aerial_composite_pipeline/assemble.rs,19,組み立てる,なし,条件5,呼び出し側は assemble::組み立てる(...)(crates/blitz_render/src/vulkan/pipeline/aerial_composite_pipeline/create.rs:29)。assembleはASCIIで補完力ゼロ。対象(空中遠近合成パイプラインの固定機能)が名前に無い,空中遠近合成の固定機能を組み立てる,命名_区画108_2026-09-12.md
108,blitz_render,crates/blitz_render/src/vulkan/pipeline/depth_prepass_pipeline/assemble.rs,18,組み立てる,なし,条件5,呼び出し側は assemble::組み立てる(...)(crates/blitz_render/src/vulkan/pipeline/depth_prepass_pipeline.rs:25)。同上の欠落,深度プリパスの固定機能を組み立てる,命名_区画108_2026-09-12.md
108,blitz_render,crates/blitz_render/src/vulkan/pipeline/point_light_shadow_pipeline/assemble.rs,19,組み立てる,なし,条件5,呼び出し側は assemble::組み立てる(...)(crates/blitz_render/src/vulkan/pipeline/point_light_shadow_pipeline.rs:75)。同上の欠落,点光源の影の固定機能を組み立てる,命名_区画108_2026-09-12.md
108,blitz_render,crates/blitz_render/src/vulkan/pipeline/shadow_pipeline/assemble.rs,18,組み立てる,なし,条件5,呼び出し側は assemble::組み立てる(...)(crates/blitz_render/src/vulkan/pipeline/shadow_pipeline/create.rs:29)。同上の欠落,シャドウの固定機能を組み立てる,命名_区画108_2026-09-12.md
